Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
Robert A. Caro,"Inexperienced in business, he displayed, for some years at least, little business expertise or instincts. But he didn’t need any. For the basis of his business enterprise was not business but politics. His first step, in fact, was a case study in the use of political influence to amass wealth. [..] Whether or not Lyndon Johnson had known of the changes in advance, they totally transformed the property his wife had purchased. She had, in effect, purchased 1150 on the radio dial. After FCC approval of her application for increased broadcasting hours and a new frequency, when a listener turned his dial to 1150, all he heard was static. There was no longer any station at that spot on the dial. The station was now at 590, which meant that it sounded different: louder, clearer. And it was on at night, when more people wanted to listen to it.",The Years of Lyndon Johnson: Means of Ascent,"Corruption, Politics",,,,,,"March 15, 2020 4:50 PM",1281
Robert A. Caro,"Dealing with the departments and agencies. Corcoran and Rowe, and Lyndon’s other friends in Washington, could make sure that agency heads and other high administrative officials accepted her telephone calls and, if a visit in person was necessary, could get her in to see them. But Corcoran and Rowe couldn’t help her once she was in. For the previous twenty-nine years of her life, Lady Bird Johnson had never been able to make people listen to her, much less persuade them to do things for her. She had to make them listen now. [..] Sometimes, when Lady Bird had an important call to make, Mary Rather, glancing into her office, would see her sitting at her husband’s big desk, in her husband’s big chair, “looking as if she would rather have done anything in the world rather than pick up that phone and dial.” But she always picked it up.",The Years of Lyndon Johnson: Means of Ascent,,,,,,,"March 15, 2020 4:50 PM",1282
Robert A. Caro,"He hadn’t made many, at least not in politics. If a single credo had guided his career, it was a belief that, as he was constantly telling his assistants, “If you do everything, you’ll win.”",The Years of Lyndon Johnson: Means of Ascent,"Productivity, Success",,,,,,"March 15, 2020 4:50 PM",1283
James S.A. Corey,It’s just that hibernation is a really very risky strategy? We only see it when conditions are so bad that the usual kinds of survival strategy would fail.,Cibola Burn,,,,,,,"March 15, 2020 4:50 PM",1284
James S.A. Corey,The frontier always outpaces the law.,Cibola Burn,Innovation,,,,,,"March 15, 2020 4:50 PM",1285
James S.A. Corey,"“I don’t agree, Bram,” Loris said. “If you look at the history of colonialism, legal precedent and title claims are almost always rationalized after the fact.",Cibola Burn,Corruption,,,,,,"March 15, 2020 4:50 PM",1286
Maurice Druon,People over whom you have once had the advantage nearly always consider themselves defeated in advance when they find themselves in your presence again.,"The Strangled Queen ",Power,,,,,,"March 15, 2020 4:50 PM",1287
Maurice Druon,Some battles leave the conqueror as poor as the conquered. Monseigneur of Valois now had control of the royal treasury; but the treasury was empty.,"The Strangled Queen ","Business Strategy, Success",,,,,,"March 15, 2020 4:50 PM",1288
Ron Chernow,"It was an auspicious moment for such an approach, for pure science had now begun to outstrip applied medicine, which meant that enormous gains could be made simply by implementing existing knowledge.",Titan,"Business, Business Strategy, Innovation",,,,,,"March 15, 2020 4:50 PM",1289
Ron Chernow,"It is an enduring tribute to Rockefeller that so many Standard Oil companies prospered during the remainder of the century, controlling a significant fraction of both the American and world oil industry. Rockefeller’s stepchildren would be everywhere: Standard Oil of New Jersey (Exxon), Standard Oil of New York (Mobil), Standard Oil of Indiana (Amoco), Standard Oil of California (Chevron).",Titan,,,,,,,"March 15, 2020 4:50 PM",1290
Ron Chernow,"Rather than trying to accomplish everything through its own budget, it would awaken public opinion and stimulate government action.",Titan,"Business, Politics",,,,,,"March 15, 2020 4:50 PM",1291
Ron Chernow,"“John, we have money,” he told his son, “but it will have value for mankind only as we can find able men with ideas, imagination and courage to put it into productive use.”",Titan,"Business, Leadership, Success",,,,,,"March 15, 2020 4:50 PM",1292
Ron Chernow,"“Mr. Rockefeller has systematically played with loaded dice, and it is doubtful if there has ever been a time since 1872 when he has run a race with a competitor and started fair.”",Titan,"Business, Business Strategy, Success",,,,,,"March 15, 2020 4:50 PM",1293
Ron Chernow,"“No man can succeed in any calling without provoking the jealousy and envy of some,” he observed. “The strong level-headed man will go straight forward and do his work, and history will rightly record.”",Titan,Success,,,,,,"March 15, 2020 4:50 PM",1294
Ron Chernow,"Having failed to move aggressively, Carnegie looked on impotently as Rockefeller applied to iron ore lessons he had learned in oil, such as controlling an industry through transportation and demoralizing competitors with prices too low for them to match.",Titan,"Business, Business Strategy, Success",,,,,,"March 15, 2020 4:50 PM",1295
Ron Chernow,"In rescuing the Merritts, Rockefeller reenacted his old pattern of swooping down, fortified with cash, on distressed properties and seizing a commanding position.",Titan,"Business, Business Strategy",,,,,,"March 15, 2020 4:50 PM",1296
Ron Chernow,"The automobile would make John D. Rockefeller far richer in retirement than at work. When he stepped down from Standard Oil, he was probably worth about $200 million—$3.5 billion today—whereas, thanks to the internal-combustion engine, his fortune soared to $1 billion by 1913—surely history’s most lucrative retirement, and one that must have softened the sting of press vituperation.",Titan,"Business, Business Strategy",,,,,,"March 15, 2020 4:50 PM",1297
Ron Chernow,"As the organization grew, he continued to operate by consensus, taking no major initiative opposed by board members. Because all ideas had to meet the supreme test of unanimous approval among strong-minded men, Standard Oil made few major missteps. As Rockefeller said, “We made sure that we were right and had planned for every contingency before we went ahead.”",Titan,"Business, Business Strategy, Leadership",,,,,,"March 15, 2020 4:50 PM",1298
Ron Chernow,"Rockefeller took special pleasure in wooing opponents whom he had learned to appreciate by tracking their ploys against him. When a lawyer named Virgil Kline won two lawsuits against him in the 1880s, Rockefeller invited him to his office. “Mr. Kline,” he said, “you have given us a good licking. Now I would like to have you come and work for me.”  Kline agreed and became a long-standing member of the Standard Oil legal staff.",Titan,Leadership,,,,,,"March 15, 2020 4:50 PM",1299
Ron Chernow,"Taking for granted the growth of his empire, he hired talented people as found, not as needed.",Titan,HR,,,,,,"March 15, 2020 4:50 PM",1300
Ron Chernow,So highly did Rockefeller value personnel that during the first years of Standard Oil he personally attended to routine hiring matters.,Titan,HR,,,,,,"March 15, 2020 4:50 PM",1301
Ron Chernow,"As will be seen, Rockefeller was capable of extraordinary ferocity in compelling submission from competitors. He might starve out obdurate firms by buying all available barrels on the market or monopolize local tank cars to paralyze their operations. Yet Rockefeller didn’t apply this pressure lightly and preferred patience and reason—if possible—to terror.",Titan,"Business, Business Strategy",,,,,,"March 15, 2020 4:50 PM",1302
Ron Chernow,"Rockefeller noted, “often-times the most difficult competition comes, not from the strong, the intelligent, the conservative competitor, but from the man who is holding on by the eyelids and is ignorant of his costs, and anyway he’s got to keep running or bust!”",Titan,"Business, Business Strategy",,,,,,"March 15, 2020 4:50 PM",1303
Ron Chernow,"But in later years, he was a fair-minded bargainer who often paid too much for properties that served a strategic purpose. Indeed, his papers are chock-full of lamentations about how he overpaid for properties. When it came to mergers, he didn’t fight for the last dollar and tried to conclude matters cordially.",Titan,"Business, Business Strategy",,,,,,"March 15, 2020 4:50 PM",1304
Ron Chernow,"After conferring with his partners, Payne consented to a $400,000 price for his refinery. Rockefeller knew that he was overpaying but couldn’t resist a deal that would certify his position as the world’s largest oil refiner at age thirty-one.",Titan,,,,,,,"March 15, 2020 4:50 PM",1305
