Author,Quote,Book,Tags,Rating,Location,Link,Collected,RawSource,Created,id
Robert A. Caro,"In a way, Lyndon Johnson had never before been at home anywhere in his life—certainly not in the Hill Country, the trap he had longed to escape; not in the NYA, from which he had wanted to escape back to Washington; not in the House of Representatives, where he had been just one of a crowd. He was at home now. The Senate was his home. He had fit into it. His tone, his mannerisms, had been transformed utterly—transformed into the Senate tone, the Senate mannerisms. He had become the true Senate man.",The Years of Lyndon Johnson: Master of the Senate,,,page 715 (Location 10959-10963),,"February 1, 2015 2:07 AM (GMT)",,"March 15, 2020 4:50 PM",2098
Robert A. Caro,"around Texas during his campaigns. As his chauffeur on some of those trips puts it, “It was like he was having discussions with himself about what strategy had worked or hadn’t worked,” when he had tried to persuade someone, “and what strategy he should use the next time.” And not just discussions. Behind that closed office door, Lyndon Johnson would be playing out a conversation: what he would say; what the other senator would say in response; what he should then say—“He would be in there rehearsing, doing it over and over, trying to get it right,” Walter Jenkins recalls. And then, after a while, the left-hand button on Jenkins’ telephone would light up—the Chief would be making the call he had rehearsed.",The Years of Lyndon Johnson: Master of the Senate,,,page 737 (Location 11300-11305),,"February 1, 2015 11:11 PM (GMT)",,"March 15, 2020 4:50 PM",2099
Robert A. Caro,"In the past, it had been the southerners—through the Democratic Steering Committee they controlled and through their leader Russell—who decided on committee assignments. Freshmen had been told that if they wanted a certain committee, they had to “see Russell.” Now, in those first two weeks of 1953, freshmen had been told that it was Lyndon Johnson they should see. The southerners, in particular Russell, had been consulted at every step, of course. Lyndon Johnson had, day after day, run back and forth to their offices to clear with them what he proposed to do. No step had been taken without their approval—without, in particular, Russell’s approval. Lyndon Johnson had done this so diligently, and with so much deference, that neither Russell nor any other southerner appears to have realized that a great change had occurred. But it had.",The Years of Lyndon Johnson: Master of the Senate,,,page 743 (Location 11382-11388),,"February 1, 2015 11:20 PM (GMT)",,"March 15, 2020 4:50 PM",2100
Robert A. Caro,"“We’d call individual senators who were objecting to something in a bill, and we’d explore their thinking and determine what would meet their objections.” Then Siegel would set to work, to, as he puts it, “make the changes … necessary to adjust to the reality….” The staff’s job, in other words, was to devise compromises within the party, to see that dissent was muffled before it became open.",The Years of Lyndon Johnson: Master of the Senate,,,page 745 (Location 11418-11420),,"February 1, 2015 11:23 PM (GMT)",,"March 15, 2020 4:50 PM",2101
Robert A. Caro,"The Republicans were, in 1953, issuing statements of purpose for their Policy Committee, rules for its operation. Johnson wanted no statements and no rules—nothing in writing. Political scientists who attempted to analyze its activities found themselves baffled. “Nowhere have the Democrats set down the functions for their Policy Committee,”",The Years of Lyndon Johnson: Master of the Senate,,,page 748 (Location 11467-11469),,"February 1, 2015 11:29 PM (GMT)",,"March 15, 2020 4:50 PM",2102
Robert A. Caro,"THE CHANGES LYNDON JOHNSON had effected in the seniority system and in the Policy Committee had increased his power—but at the same time they had increased the power, and the effectiveness, of his party.",The Years of Lyndon Johnson: Master of the Senate,,,page 755 (Location 11573-11575),,"February 2, 2015 11:41 PM (GMT)",,"March 15, 2020 4:50 PM",2103
Robert A. Caro,"Beyond this, the adage that the opposition’s duty was to oppose was not Ray-burn’s adage. He didn’t want to oppose simply for the sake of opposing. “Any jackass can kick a barn down,” he said. “But it takes a good carpenter to build one.”",The Years of Lyndon Johnson: Master of the Senate,,,page 761 (Location 11667-11669),,"February 2, 2015 11:51 PM (GMT)",,"March 15, 2020 4:50 PM",2104
Robert A. Caro,"The single necessity, of course, was Walter George’s agreement to stop supporting Bricker’s amendment and introduce his own. That was the masterstroke, the only way to cut through the Gordian knot.",The Years of Lyndon Johnson: Master of the Senate,,,page 776 (Location 11896-11897),,"February 3, 2015 11:19 PM (GMT)",,"March 15, 2020 4:50 PM",2105
Robert A. Caro,"The fight was also one for which he had little stomach—for Lyndon Johnson had read not only the polls but the man, and he was very, very wary of the man. “Joe will go that extra mile to destroy you,” he said privately. And he may have been worried that if McCarthy decided to go that mile against him, the Wisconsinite already knew which route to take. On one of Arthur Stehling’s trips to Washington, a lobbyist had taken Johnson’s Fredericksburg attorney and McCarthy to dinner, and at the dinner McCarthy had asked Stehling, as Stehling was to relate, “about how Johnson made his money, how he treated his office help, and whether he trifled on Mrs. Johnson.”",The Years of Lyndon Johnson: Master of the Senate,,,page 793 (Location 12151-12155),,"February 4, 2015 12:25 AM (GMT)",,"March 15, 2020 4:50 PM",2106
Robert A. Caro,"More and more, during those two years, proposed Democratic legislation had become the product of bargains, trade-offs, rewordings, of additions, excisions, that had been made not by a committee or subcommittee chairman but by him. More and more, it had become the product of temporary alliances—often very complex alliances—that he had woven together. And, more and more, since the bargaining process was not only so complex and detailed but so private only the Leader knew the trade-offs between senators which had been made, or rejected—and the reasons why they had been made or rejected.",The Years of Lyndon Johnson: Master of the Senate,,,page 813 (Location 12452-12456),,"February 6, 2015 2:25 AM (GMT)",,"March 15, 2020 4:50 PM",2107
Robert A. Caro,"Furthermore, their paternal fondness for Johnson made his offers of assistance seem the offers of a loyal young friend, eager only to help. Johnson was not exaggerating when he told Doris Kearns Goodwin that these elderly senators were as grateful for the offers “as for a spring in the desert.”",The Years of Lyndon Johnson: Master of the Senate,,,page 815 (Location 12487-12489),,"February 7, 2015 1:56 AM (GMT)",,"March 15, 2020 4:50 PM",2108
Robert A. Caro,"They were surrendering their powers—not intentionally, but it was a growth process. There was gradually growing an attitude, ‘Let Lyndon do it.’ You don’t realize you’re losing power, you don’t realize that things are changing. You think the Leader is only helping you. But the first thing you know, he’s integrating everything. He knows everything about every bill, he can change one thing for another with different senators. Things were changing.”",The Years of Lyndon Johnson: Master of the Senate,,,page 816 (Location 12505-12509),,"February 7, 2015 1:58 AM (GMT)",,"March 15, 2020 4:50 PM",2109
Robert A. Caro,"For the first time since college and the NYA, Lyndon Johnson had direct power over other men. And as soon as he got it, he showed how he was going to use it. Power, Lord Acton said, corrupts. Not always. What power always does is reveal. And now there began to be revealed a Lyndon Johnson who would have been familiar to those who had known him in college. It began",The Years of Lyndon Johnson: Master of the Senate,,,page 817 (Location 12523-12526),,"February 7, 2015 2:01 AM (GMT)",,"March 15, 2020 4:50 PM",2110
Robert A. Caro,"A number of younger senators had accumulated sufficient seniority to expect seats on major committees, seats for which they were well qualified—in some cases, extremely well qualified. But their committee assignments were not going to be made on the basis of seniority or of qualifications. Their assignments were going to be made on the basis of their personal allegiance to Lyndon Johnson. And Johnson let them know it.",The Years of Lyndon Johnson: Master of the Senate,,,page 818 (Location 12536-12538),,"February 8, 2015 1:25 AM (GMT)",,"March 15, 2020 4:50 PM",2111
Robert A. Caro,"William S. White wrote that the way to get into the [Senate] Club was to be courteous and courtly. Well, that’s nonsense. Lehman was the most courtly man in the world, and he wasn’t part of the club. It didn’t have anything to do with courtly. It had to do with how you voted—with whether or not you voted as Lyndon Johnson wanted you to vote.”",The Years of Lyndon Johnson: Master of the Senate,,,page 826 (Location 12653-12655),,"February 8, 2015 11:13 PM (GMT)",,"March 15, 2020 4:50 PM",2112
Robert A. Caro,"“When somebody is ruthless like that, and has the power, and is willing to use it, weaker men get out of his way.”",The Years of Lyndon Johnson: Master of the Senate,,,page 831 (Location 12737-12738),,"February 8, 2015 11:52 PM (GMT)",,"March 15, 2020 4:50 PM",2113
Robert A. Caro,"Johnson wanted everything written to back him up as a record. He would get us [the parliamentarians] to sign the damned thing. He wanted it written down so he would be able to say [if anyone objected], “Well, you gave me this power.”",The Years of Lyndon Johnson: Master of the Senate,,,page 835 (Location 12791-12793),,"February 9, 2015 12:07 AM (GMT)",,"March 15, 2020 4:50 PM",2114
Robert A. Caro,"Lyndon Johnson knew that the illusion of power was almost as important as real power itself, that, simply, the more powerful you appeared to be, the more powerful you became.",The Years of Lyndon Johnson: Master of the Senate,,,page 864 (Location 13245-13246),,"February 12, 2015 10:41 PM (GMT)",,"March 15, 2020 4:50 PM",2115
Robert A. Caro,"The antidotes with which he tried to relieve the tension he took with a frenzied compulsiveness. His secretaries were still mixing his drinks weak, but, coming back to G-14 after the Senate recessed for the day, sinking into the big chair and having a glass placed in his hand, he would throw back his head, empty the glass in a single gulp, immediately hold it out and rattle the ice cubes for another Cutty Sark and soda, and another and another. More and more, the man who wanted never to be “out of control” because of drinking was out of control. Nicotine was, as always, the antidote he relied on most.",The Years of Lyndon Johnson: Master of the Senate,,,page 894 (Location 13707-13711),,"February 13, 2015 12:21 AM (GMT)",,"March 15, 2020 4:50 PM",2116
Robert A. Caro,"Cigarettes—sixty cigarettes or more each day, lit one from the end of another—had been so desperately important to him for so long. Now Cain and Hurst confirmed what Dr. Gibson had told him in the ambulance: the smoking must stop immediately and completely. Lyndon Johnson tore the wrapper off a pack of cigarettes, opened the pack and pulled one cigarette halfway out of it. Then he put the pack on the night table next to his hospital bed, and the pack stayed there, open but untouched, the cigarette sticking out, for the rest of his hospital stay. When he got home, he put a pack on his night table there, and there would be another one next to his bed on the ranch, and they all remained untouched. Once, in 1958, one of his secretaries, Ashton Gonella, asked him if he didn’t miss smoking. “Every minute of every day,” he replied. But except for occasional lapses—all seem to have involved no more than a cigarette or two—Lyndon Johnson did not smoke another cigarette for fifteen years, not until, in 1970, he had retired from the presidency and was back permanently on his ranch, when he began smoking copiously again.",The Years of Lyndon Johnson: Master of the Senate,,,page 915 (Location 14020-14027),,"February 16, 2015 1:02 AM (GMT)",,"March 15, 2020 4:50 PM",2117
Robert A. Caro,"If there was another substance that had been as important to him as nicotine, it was caffeine. From breakfast, which had often consisted of several cigarettes and several cups of black coffee, through the rest of his day, “he had seemed,” in Jenkins’ words, “to live on cigarettes and coffee.” Now, since caffeine was dangerous for heart attack victims, he was told to cut out caffeinated coffee, too, and he did—completely, drinking only decaffeinated.",The Years of Lyndon Johnson: Master of the Senate,,,page 915 (Location 14028-14031),,"February 16, 2015 1:03 AM (GMT)",,"March 15, 2020 4:50 PM",2118
Robert A. Caro,"He had asked her never to leave his bedside until he was out of danger, and she hadn’t left. “Every time I lifted my hand, she would be there,” he was to recall. After he left the hospital, Ruth Montgomery was to write, “Lyndon could scarcely bear to have Bird out of his sight.” On the ranch, Mary Rather says, “whatever Lyndon did, Lady Bird did with him. How she managed to run the house, attend to her children, talk to visitors and still take care of her husband, I sometimes wondered.” Chores that took her away from him were done while he was sleeping. Whenever he woke and asked, “Where’s Bird?” she “was always near enough at hand to answer for herself: ‘Here I am, darling.’”",The Years of Lyndon Johnson: Master of the Senate,,,page 943 (Location 14458-14463),,"February 18, 2015 11:22 PM (GMT)",,"March 15, 2020 4:50 PM",2119
Robert A. Caro,"“He used to say, ‘I want only can do people.’ That was one of his favorite expressions. ‘I only want can do people around. I don’t want anybody who tells me that they can’t do something.’”",The Years of Lyndon Johnson: Master of the Senate,,,page 955 (Location 14629-14631),,"February 18, 2015 11:39 PM (GMT)",,"March 15, 2020 4:50 PM",2120
Robert A. Caro,"But no aspect of Johnson was more striking to new staffers than his energy. “He worked us, he worked us,” Mrs. Brammer says. “And he worked himself, worked himself. He had made up his mind to be President, and he was demonic in his drive.”",The Years of Lyndon Johnson: Master of the Senate,,,page 983 (Location 15062-15064),,"February 22, 2015 8:06 AM (GMT)",,"March 15, 2020 4:50 PM",2121
Robert A. Caro,"Lyndon Johnson’s use of words like “nigger” and “boy” to hurt or intimidate was primarily an example of the way the lash that was his tongue sought out the most vulnerable spot in everyone, not just blacks: in using those words, Lyndon Johnson was guilty less of racism than of cruelty. At least once, in fact, dealing with an African-American employee, he used these epithets, and the pain they caused, in a different way, to teach the employee the lesson Johnson felt everyone had to learn, a lesson Johnson felt would lead to an improvement in the employee’s life: that it was necessary to accept reality, to face harsh facts and push beyond them, to be pragmatic, which in the employee’s case meant to accept that he would always be the target of these epithets, would always be the target of prejudice, and that he had to accept that fact—because only by accepting it could he move beyond prejudice and achieve his ambitions.",The Years of Lyndon Johnson: Master of the Senate,,,page 1036 (Location 15877-15883),,"March 5, 2015 10:59 PM (GMT)",,"March 15, 2020 4:50 PM",2122
Robert A. Caro,"Strong as was the compassion, the need to help, it was not the strongest force in Lyndon Johnson’s life. His character had been molded by his youth in a tiny, isolated Hill Country town: by the interaction there of humiliation with heredity, by the impact of insecurity and shame on that potent inherited strain that gave him not only a huge nose and ears but also a huge need to be “in the forefront,” to “advance and keep advancing.” It was the fires of that youth that had made his needs, the imperatives of his nature, drive him with the feverish, almost frantic, intensity that journalists called “energy” when it was really desperation and fear, the fear of a man fleeing something terrible.",The Years of Lyndon Johnson: Master of the Senate,,,page 1045 (Location 16018-16023),,"March 5, 2015 11:13 PM (GMT)",,"March 15, 2020 4:50 PM",2123
Robert A. Caro,"Compassion, sympathy—the desire to help, impulses that might be called noble—constituted one of those imperatives, a strong one. But during his youth, he had seen, and felt, the result of noble impulses; it was such impulses—his father’s idealism—that had played such a large role in his family’s fall “from the A’s to the F’s.” It was therefore not compassion that most fully satisfied his needs, but rather power. It was not the desire to “help somebody” but to “be somebody” that drove him most strongly—that",The Years of Lyndon Johnson: Master of the Senate,,,page 1045 (Location 16024-16027),,"March 5, 2015 11:14 PM (GMT)",,"March 15, 2020 4:50 PM",2124
Robert A. Caro,"“Power concedes nothing without a demand. It never did and never will”; said Martin Luther King: “Freedom is never given to anybody, for the oppressor has you in domination because he plans to keep you there.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1107 (Location 16965-16966),,"March 11, 2015 11:44 PM (GMT)",,"March 15, 2020 4:50 PM",2125
Robert A. Caro,"“Hate begets hate, violence begets violence; toughness begets a greater toughness,” King said. “Our aim must never be to defeat or humiliate the white man, but to win his friendship and understanding…. This is a nonviolent protest. We are depending on moral and spiritual forces.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1107 (Location 16967-16969),,"March 11, 2015 11:44 PM (GMT)",,"March 15, 2020 4:50 PM",2126
Robert A. Caro,"“Are you afraid?” an interviewer asked him after the bombing, and there was a pause, and then Martin Luther King said, very firmly, “No, I’m not. My attitude is that this is a great cause, a great issue that we’re confronted with, and that the consequences for my personal life are not particularly important. It is the triumph of a cause that I am concerned about, and I have always felt that ultimately along the way of life an individual must stand up and be counted, and be willing to face the consequences, whatever they are, and if he is filled with fear, he cannot do it.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1113 (Location 17059-17063),,"March 12, 2015 11:29 PM (GMT)",,"March 15, 2020 4:50 PM",2127
Robert A. Caro,"In a larger sense, however, the victory elevated the fight for civil rights to a new level, in part because it had produced a leader whose greatness was equal to the greatness of the cause—Martin Luther King gave people “the feeling that they could be bigger and stronger and more courageous than they thought they could be,”",The Years of Lyndon Johnson: Master of the Senate,,,page 1116 (Location 17108-17111),,"March 13, 2015 12:47 AM (GMT)",,"March 15, 2020 4:50 PM",2128
Robert A. Caro,because of the intensity of his desire that it be true.,The Years of Lyndon Johnson: Master of the Senate,,,page 1167 (Location 17882-17882),,"March 16, 2015 11:34 PM (GMT)",,"March 15, 2020 4:50 PM",2129
Robert A. Caro,"Rayburn, grumpy anyway because he hated flying, didn’t say much in reply, aside from an occasional, noncommittal grunt; he sat silent, his broad bald head lowered between his shoulders, puffing on a cigarette.",The Years of Lyndon Johnson: Master of the Senate,,,page 1168 (Location 17909-17910),,"March 16, 2015 11:37 PM (GMT)",,"March 15, 2020 4:50 PM",2130
Robert A. Caro,"FOR LYNDON JOHNSON, determination had to include belief. He understood that all his life—as is shown by the fact that as a boy “he was always repeating” the salesman’s remark that “You’ve got to believe in what you’re selling,” and that decades later, in his retirement, he would say: “What convinces is conviction. You simply have to believe in the argument you are advancing: if you don’t, you’re as good as dead. The other person will sense that something isn’t there …” And Lyndon Johnson could make himself believe in an argument even if he had never believed in it before, even if he had believed in an opposite argument—and even if the argument did not accord with the facts. A devotee like Joseph Califano would write that Johnson “would quickly come to believe what he was saying even if it was clearly not true.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1278 (Location 19591-19597),,"March 22, 2015 1:20 AM (GMT)",,"March 15, 2020 4:50 PM",2131
Robert A. Caro,"“He could start talking about something and convince himself it was right, and get all worked up, all worked up and emotional, and work all day and all night, and sacrifice, and say, ‘Follow me for the cause!’—‘Let’s do this because it’s right!’” And, Clark says, Johnson would believe it was right—no matter what he had believed before.",The Years of Lyndon Johnson: Master of the Senate,,,page 1279 (Location 19607-19609),,"March 22, 2015 1:21 AM (GMT)",,"March 15, 2020 4:50 PM",2132
Robert A. Caro,"And out of the buttonholing, and the asking, and the listening, Lyndon Johnson was beginning to form a strategy. For as he listened, he heard something. The most important thing a man tells you is what he’s not telling you.",The Years of Lyndon Johnson: Master of the Senate,,,page 1285 (Location 19693-19695),,"March 22, 2015 11:32 PM (GMT)",,"March 15, 2020 4:50 PM",2133
Robert A. Caro,"Republican National Chairman Meade Alcorn charged more flatly that the five Democrats had betrayed the cause of social justice for a dam, making “a deal to swap off civil rights for Hells Canyon,”",The Years of Lyndon Johnson: Master of the Senate,,,page 1307 (Location 20034-20036),,"March 24, 2015 12:00 AM (GMT)",,"March 15, 2020 4:50 PM",2134
Robert A. Caro,"The talent required had, moreover, to consist not alone of insight but also of decisiveness, of an ability not only to recognize a crucial moment but to seize it, to see the opening—and to strike; to move fast enough so that the opportunity did not vanish, perhaps never to come again.",The Years of Lyndon Johnson: Master of the Senate,,,page 1312 (Location 20114-20116),,"March 24, 2015 12:16 AM (GMT)",,"March 15, 2020 4:50 PM",2135
Robert A. Caro,"Corky would recite a stanza of Edgar A. Guest’s “It Couldn’t Be Done” (“There are thousands to tell you it cannot be done, / There are thousands to prophesy failure, / There are thousands to point out to you one by one, / The dangers that wait to assail you. / But just buckle in with a bit of a grin, / Just take off your coat and go to it; / Just start in to sing as you tackle the thing / That ‘cannot be done,’ and you’ll do it”),",The Years of Lyndon Johnson: Master of the Senate,,,page 1332 (Location 20422-20425),,"March 26, 2015 12:15 AM (GMT)",,"March 15, 2020 4:50 PM",2136
Robert A. Caro,"To every crisis in his life, he had risen with that effort that made men say, “I never knew it was possible for anyone to work that hard,”",The Years of Lyndon Johnson: Master of the Senate,,,page 1384 (Location 21217-21218),,"April 5, 2015 11:51 PM (GMT)",,"March 15, 2020 4:50 PM",2137
Robert A. Caro,"The first development could be called a lucky break—unless one believes that man in part makes his own luck, and that if he pushes against a wall long enough and hard enough, refusing to stop, a crack will eventually appear somewhere in the wall;",The Years of Lyndon Johnson: Master of the Senate,,,page 1394 (Location 21374-21375),,"April 6, 2015 9:53 PM (GMT)",,"March 15, 2020 4:50 PM",2138
Robert A. Caro,"Cyrus Tyree (Cy) Anderson,",The Years of Lyndon Johnson: Master of the Senate,,,page 1395 (Location 21379-21379),,"April 6, 2015 9:55 PM (GMT)",,"March 15, 2020 4:50 PM",2139
Robert A. Caro,"“I don’t think anything explicit was ever said—you didn’t deal with Lyndon Johnson that way. But you knew that if you did him a favor, when the time came, if he could do you a favor…. This was the way Lyndon Johnson operated. There",The Years of Lyndon Johnson: Master of the Senate,,,page 1401 (Location 21482-21484),,"April 6, 2015 10:12 PM (GMT)",,"March 15, 2020 4:50 PM",2140
Robert A. Caro,"Wilkins—“Roy,” Hubert Humphrey said to him one day, “if there’s one thing I’ve learned in politics, it’s never to turn your back on a crumb”—and",The Years of Lyndon Johnson: Master of the Senate,,,page 1433 (Location 21970-21971),,"April 7, 2015 11:08 PM (GMT)",,"March 15, 2020 4:50 PM",2141
Robert A. Caro,"Talking with Proxmire, Richard Russell told him that his “position reminded him of a bull who had charged a locomotive train…. That was the bravest bull I ever saw, but I can’t say a lot for his judgment.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1463 (Location 22427-22428),,"April 8, 2015 11:16 PM (GMT)",,"March 15, 2020 4:50 PM",2142
Robert A. Caro,"he would tell John Steele, in an off-the-record interview, “You know, I feel sort of like a father to these boys. A father loves his sons, though one son may drink a little too much, another may neck with the girls a little too much. A good father uses a gentle but firm rein, checks his sons, guides them, and above all understands them.”",The Years of Lyndon Johnson: Master of the Senate,,,page 1466 (Location 22468-22471),,"April 8, 2015 11:22 PM (GMT)",,"March 15, 2020 4:50 PM",2143
Maurice Druon,`It is terrifying to think how much research is needed to determine the truth of even the most unimportant fact.' STENDHAL,The Accursed Kings 04: The Royal Succession,,,page 1 (Location 14-15),,"April 12, 2015 1:27 AM (GMT)",,"March 15, 2020 4:50 PM",2144
Maurice Druon,Progress has never meant perfection.,The Accursed Kings 03: The Poisoned Crown,,,page 5 (Location 73-73),,"April 12, 2015 1:31 AM (GMT)",,"March 15, 2020 4:50 PM",2145
Maurice Druon,"Marie of Hungary. `Moreover, one does not become a queen in order to find happiness.'",The Accursed Kings 03: The Poisoned Crown,,,page 9 (Location 132-132),,"April 13, 2015 1:12 AM (GMT)",,"March 15, 2020 4:50 PM",2146
Maurice Druon,"It was said of him that he was a true son of Venus, for he possessed the five gifts that incite to love and which are health, bea uty, wealth, leisure, and youth",The Accursed Kings 03: The Poisoned Crown,,,page 11 (Location 159-160),,"April 13, 2015 10:37 PM (GMT)",,"March 15, 2020 4:50 PM",2147
Maurice Druon,"There are certain sorts of men, particularly very young ones, who instinctively behave in the manner expected of them. If they are looked upon with contempt, there is every likelihood of their behaving in a contemptible way. On the other hand, if they feel that people esteem them and have confidence in them, they can surpass themselves and, though as frighten ed as the next man, can conduct themselves like heroes.",The Accursed Kings 03: The Poisoned Crown,,,page 15 (Location 224-227),,"April 13, 2015 10:46 PM (GMT)",,"March 15, 2020 4:50 PM",2148
Maurice Druon,"He was a Tuscan and, therefore capable of daring all, in order to, shine in female eyes. And yet, at the same time, he remained body and soul a banker and gambled with fate as one gambles on the exchange.",The Accursed Kings 03: The Poisoned Crown,,,page 15 (Location 230-231),,"April 13, 2015 10:47 PM (GMT)",,"March 15, 2020 4:50 PM",2149
Maurice Druon,She felt herself to be inexplicably allied to this queen whom she was to succeed and whose sin caused her as much horror as the punishment inspired her with pity.,The Accursed Kings 03: The Poisoned Crown,,,page 30 (Location 451-452),,"April 14, 2015 11:31 PM (GMT)",,"March 15, 2020 4:50 PM",2150
Maurice Druon,"For Mahaut as for Robert, everything that happened in the world was reduced to terms of the county over which they had been fighting for thirteen years; their thoughts, their plotting, their friendships, their alliances, even their love affairs were all determined in one way or another by this tussle; one joined a certain political party because the other belonged to the opposite one; Robert supported a royal Order in Council only because Mahaut disapproved of it; Mahaut was immediately hostile to Clemence of Hungary because Robert; had supported Charles in the negot iations for the marriage. Their hate, which excluded every possible basis for agreement, every possible compromise, seemed to extend beyond the object in dispute, till one might well have wondered if there did not perhaps exist a sort of perverse passion between the giant and the giantess of which they were unaware, one which might better have been appeased by incest than by war.",The Accursed Kings 03: The Poisoned Crown,,,page 57 (Location 872-879),,"April 15, 2015 10:01 PM (GMT)",,"March 15, 2020 4:50 PM",2151
Maurice Druon,"OF ALL human functions that which consists in governing men, though the most envied, is the most disappointing, for it has no end and, permits the mind no rest. The baker who has done his baking, the woodman before the oak he has felled, the judge who has delivered his judgement, the architect who has seen the last pinnacle in place, the, painter once he has finished his picture, may all, for a night at least, know the relative relaxation which follows the satisfactory conclusion of a job. He who governs can never know it. Hardly has one political hurdle been surmounted than another, which was in course of formations while the first was being dealt with, demands immediate attention. The victorious general enjoys the honours of his victory for a long while; but a prime minister has to. face the new situation born of that very victory itself. No problem can remain unresolved for long, for that which appears relatively unimportant today assumes tragic proportions tomorrow.",The Accursed Kings 03: The Poisoned Crown,,,page 77 (Location 1168-1175),,"April 16, 2015 11:18 PM (GMT)",,"March 15, 2020 4:50 PM",2152
Maurice Druon,"The exercise of power is comparable only to the profession of medicine, which is also subject to this unremitting cycle, this priority of urgencies, this constant watching of minor ills because they may be symptomatic of more serious affections-; indeed, the perpetual taking of responsibility in fields where a solution must depend upon future circumstances. The organization of society, like the health of individuals, can never be taken as definitive or considered as a task finally accomplished.",The Accursed Kings 03: The Poisoned Crown,,,page 77 (Location 1175-1179),,"April 16, 2015 11:19 PM (GMT)",,"March 15, 2020 4:50 PM",2153
Maurice Druon,"It does not matter how prepared for an event one is, it always takes place otherwise than one had imagined.",The Accursed Kings 03: The Poisoned Crown,,,page 94 (Location 1432-1432),,"April 20, 2015 10:45 PM (GMT)",,"March 15, 2020 4:50 PM",2154
Maurice Druon,"One does not, become a queen to find happiness, Queen Clemence often thought, repeating the words of her grandmother, Marie of Hungary.",The Accursed Kings 03: The Poisoned Crown,,,page 101 (Location 1546-1547),,"April 20, 2015 10:56 PM (GMT)",,"March 15, 2020 4:50 PM",2155
Maurice Druon,"The fact was, she had no friends. She realized, because she was intelligent and without vanity, that every mark of affection shown her was interested. She learnt that kings are never loved for themselves, and that those who kneel before them have but one thought: that of picking up the crumbs of power that fall from the august lips.",The Accursed Kings 03: The Poisoned Crown,,,page 104 (Location 1593-1595),,"April 20, 2015 11:01 PM (GMT)",,"March 15, 2020 4:50 PM",2156
Maurice Druon,"His great fault as a Sovereign lay perhaps in the fact that he always had his mind upon something other than the question under discussion. He was incapable of concentration, which is the gravest of all faults in the powerful.",The Accursed Kings 03: The Poisoned Crown,,,page 164 (Location 2512-2513),,"April 23, 2015 12:14 AM (GMT)",,"March 15, 2020 4:50 PM",2157
Maurice Druon,"The Creator was immensely wise and charitable when He forbade us knowledge of the future, while He has vouchsafed us the delights of memory and the enchantments of hope.",The Accursed Kings 03: The Poisoned Crown,,,page 194 (Location 2961-2962),,"April 25, 2015 1:07 AM (GMT)",,"March 15, 2020 4:50 PM",2158
Maurice Druon,"The two Cressays were completely checkmated. Their personal drama was submerged beneath the general misfortune which had fallen upon the kingdom. Besides, they were probably somewhat tired. They had spent a day hare-hunting, followed by a night on horseback, and how ill-mounted! Their arrival in Paris at dawn, both mounted upon the same broken-winded nag, and dressed in their father's old clothes which, they used for hunting, had made the passers-by laugh. A crowd of screaming urchins had escorted them. They had naturally lost themselves in the labyrinthine alleys of the Cite. They were appallingly hungry, which is difficult to bear at twenty. Their assurance, if not their resentment, had greatly weakened when they saw the sumptuousness of Tolomei's house. They were impressed by the wealth they saw on every hand, the large staff of servants better dressed than they were themselves, the tapestries, the carved furniture, the enamels, and the ivories of which merely one of the more inferior pieces would have sufficed to rebuild Cressay. `When it comes to the point,' they each said to themselves without daring to admit it to the other, `we may very well have been wrong to show ourselves so touchy about the question of blue blood; a fortune such as this is well worth the rank of a noble.'",The Accursed Kings 03: The Poisoned Crown,,,page 212 (Location 3238-3248),,"April 26, 2015 4:10 AM (GMT)",,"March 15, 2020 4:50 PM",2159
Maurice Druon,It is one of the advantages of mediocrity that people frequently decide unanimously upon your name.,The Accursed Kings 03: The Poisoned Crown,,,page 217 (Location 3320-3321),,"April 27, 2015 1:18 AM (GMT)",,"March 15, 2020 4:50 PM",2160
Maurice Druon,"Days lived, whether full or empty, whether busy or serene, are but days gone by, and the ashes of the past weigh the same in every hand.",The Accursed Kings 04: The Royal Succession,,,page 23 (Location 353-354),,"April 29, 2015 11:46 PM (GMT)",,"March 15, 2020 4:50 PM",2161
Maurice Druon,"And the Cardinal, who had been meditating a few minutes before on the vanity of the ambitions of this world, immediately thought: `Can it be on the subject of the election? Is the Court of France openly supporting my candidature? Is someone going to offer me a bargain?' He felt excited, full of hope and curiosity; he walked up and down the room with little, rapid steps.",The Accursed Kings 04: The Royal Succession,,,page 25 (Location 384-387),,"April 29, 2015 11:51 PM (GMT)",,"March 15, 2020 4:50 PM",2162
Maurice Druon,"Philippe of Poitiers gave his assent to a somewhat tortuous document; it postponed all these decisions for a long time to come. `Draft it in such a way that the difficulties are apparent, but without our proposing solutions,' he said. `Confuse the issues a little so that everyone may believe he finds in it something to his own advantage.'",The Accursed Kings 04: The Royal Succession,,,page 87 (Location 1325-1327),,"May 4, 2015 12:08 AM (GMT)",,"March 15, 2020 4:50 PM",2163
